
11 {123429344~2005621601~2241451362~2137920900~284605223~2006600044~2129838225~2031748753~2138703161~2764508250~1983943996} 11
12 {2561449537~2560879651~2155137863~2421711721~2141705163~2517210667~2102791789~2232911153~2567468530~2845362647~2426295800~2191719801~2628299646~2155316287} 14
13 {2480643200~2295314820~2149169927~2301968909~2493313805~2892429210~2561926301~2100817443~2100667814~2125069230~2737257653~2340558518~2105620155~2212399178~2781013714~2809698391~2427490396~2276383582~2498219105~2132213614~2149659377~2124912249} 22
14 {249328896~344142627~348660260~2095384132~158093896~2069409515~2463015438~2074122035~2662230710~180390461} 10
15 {2154409344~2797013379~2132891653~2328658054~2143166727~1987609480~1976640904~2514783114~2517189263~2095669906~2105279251~2915776662~2699539735~2707739930~2103999387~2633818787~160571302~2426402601~2045340971~2160207663~2052189873~2751828274~2102454835~2986899380~297038259~1966126136~148197049~2104185790~2432732352~2619064001~2101048513~2491881922~2158078532~2122471237~2591388101~2155579207~2530970829~2036853455~1454679632~2150351570~2778106710~2306158810~2285816794~2761278044~2312000221~2101922781~2062090202~1260688485~2614350313~2141663339~1264356972~2063882350~2619985137~2674416884~2101509626~47705723~2791575804~2306900094} 58
16 {284171264~2035755270~2892669962~2152206228~2048157592~178451354~340253981~2936723753~2121178673~2149341496~729227961~2169305403~2492472387~2637284424~2070296011~2936186189~2113956430~2170576845~2138531792~2503966811~1984940772~2014991465~2112027886~2011562607~2006674552~395389946} 26
17 {715021696~2575217153~1997627650~2005053826~1977649925~281476361~2589577~1981155731~2940745496~2144579353~2975840798~2002718369~2924230307~2683343524~2762208036~3786149~2484059044~271130660~211812777~140676520~2150978211~2293620524~2949751979~2157364398~2134151728~2167964723~2028927923~35872053~1858955830~2046376243~2652544568~1500202045~2953025344~2921830466~2104888899~2516765381~2271754566~339370955~2493786960~2129669204~2023387093~1624679253~1925374043~2240607585~2973866723~2216095205~1921173107~1845138038~2018313466~2670085759} 50
18 {2108362240~1817936516~2121178374~1970912646~2109879686~2519922951~2133571848~2120617359~1981906831~2076182545~2140989583~2133337488~2443577753~2104121242~2634725275~1158934300~2570998045~2119954973~2130612383~156417696~2066159008~2184443428~1502939172~2170865064~2259645355~2305755055~2215287472~2133447601~1849627065~2157666745~211780538~2122006335~2142518979~351197510~2171689288~2438699337~1569549514~2124873033~2965227977~2143448784~2119161170~2686770909~2419457631~2121457248~2764080610~2199335272~2080198120~2141264876~2318147181~2171713006~1269340910~2250998000~2147282416~2162041713~2194200048~2281680109~2138546940~1980028159} 58
19 {183722240~1981638017~2100554498~2717681412~2298166661~659530374~2111596939~2923204491~2092877580~1206765324~2498491921~2717986583~2692648732~2944302109~2167404190~2260861727~157622691~328186532~2691349669~2806643110~2114921128~2121310506~2279749166~1690634799~2289542319~2282701359~2221257390~90224947~22135093~2054555191~1999770807~2020801783~2064984895~2400164672~2670173377~2157112897~2145260995~297969600~2735594999~2079978182~1982785356~2152194765~1969582158~1973247951~2168470652~60139091~16705875~2148329557~2603447383~2422299352~2068608856~2510858842~243981275~2021640924~120651226~1389458012~2119641056~2123304929~72441953~2112824674~1576801125~691479014~2086040183~2528434920~246708073~1970391018~2032102379~2221004268~2138495596~1526086892~2115118701~2104401652~2142932598~2285762679~1995962232~2003447161~2435751034~251023228~1974613367} 79
20 {2487798243~2162627685~2139667334~2778963749~2109479463~2023149768~2035656122~2118884691~2042571382~2104164346~2120464764~2147180669} 12
21 {1994714417~2608064261~2357338500~2170047861} 4
22 {2186831745~2152966786~2249617921~2582386572~2011044364~2121989902~1204061966~1075592465~2037585042~1268677781~2283138711~2951517468~2112999452~2103369886~1969571361~2484195747~2148066727~2409260842~1800007723~2126073644~2137151277~2668006830~2495993006~2129170864~2501580337~2169472820~2417153716~2125714999~2019029176~2171972029~2289692871~2143603016~2234508751~2261807832~2133966816~2148468833~2167366370~2155154275~2109349986~2012385898~2148168557~2099647344~820547186~2141377524~1972177269~2469620852~2033403132~1853234685} 48
23 {2107097161~1204403786~2112473771~302139608~2040402397} 5
24 {2060378757~2143047568~2112859155~2603014296~2116484384~1171453863~1354816936~2584726834~2095215669~2096884534~1617862073~2031945151~215131072~2137074633~2305923531~2470130636~2191276622~2074451410~2302541017~2665135325~2014508897~563069026~1994620265~2120044660} 24
25 {1276257507~2084730534~4651849~2118459053~271970670~2125286321~2072240339~1823252276~2056439028~2600952536~2185015450~2495495771~2619192764} 13
26 {2100834174~2283469157~2687056350~2949446063} 4
27 {2267188738~2163216773~1972582278~1954261512~120466312~251052554~2141904778~664231056~2024621201~2252608274~2160942610~66742930~2136626448~2686305946~1769445404~169445216~2033534366~2964741150~2437776675~2225638692~2566124581~2106676007~131065259~2704475440~663426097~2550850099~2619714229~2126082358~1483583928~2276738233~2136162111~2106120769~2179769924~1735999048~2159031116~2171087181~1977456590~2082894032~2015383761~2175232850~2092672596~80220757~2308666198~18953175~1908865110~2103969243~2255246427~2144214750~2169643102~1983098590~2792877023~2115109986~2035978339~158112612~1966735589~2119542244~280947557~2417310568~1835833577~2078633956~112407019~2150131303~2137814887~2064583791~2114473328~1969487857~2951344242~111233263~2679597945~254054780~2138763645~2138105726~2034830207} 73
28 {2240984066~2144842984~337696751~245171893~2164959637} 5
29 {2104641164~2102611474~1984832408~102660889~2114963871~149889958~2250492455~2342852903~2070867630~2158816953~2402050362~2147114560~2061803331~2780916045~2200264148~2770713813~2137000917~2000740313~2100767082~2171539438~2145458672~2151224058} 22
30 {171972610~126231427~2092720519~2015947465~2020844714~2122775887~2125896688~2295551607} 8
31 {1898836778~2224929196~241899517~133767967} 4
32 {2493846535~2049499784~2498847882~2101964938~2144493081~2154201502~2118732703~115692453~85537834~2128194479~2079517499~707607996~2953384126~2250302659~2198634693~37233224~99325522~2162038100~2085767126~2467740887~2286931549~2136520929~2466987623~2123836521~2211520751~2003907699~146839028~2371394552~2050254073~2059590781} 30
33 {2125193858~1981931012~1999069192~2045095944~2565831568~2111416850~144686356~179778838~2761071510~2461135768~1939703193~1828928408~2405171866~2271037092~2065379623~2009777195~1900016303~2167697970~2628434994~2226783795~1992112313~2396591930~2136889405~1221219011~2179365829~2527582025~2510858442~2442822222~2012438991~2066314578~2761742941~2104519264~2034698336~1624046946~2003540582~2265343206~2589372010~2511882603~2616320108~2100373868~2108305646~2056869360~2951126644~2662459126~307844215~2344754685} 46
34 {2645738178~2021237703~2160629322~2190413427~2589362712~2268535001~2197070714~2161096252~2286740510} 9
35 {2051956577~2284344707~2238283877~1964253561~1276936747~1974981292~2006356947~2170869525~356610775~1999489753~1993323803~2203547071} 12
36 {2164858465~1981682595~2015750436~2010564999~2128278920~2318628810~2494289239~2156064824~2106629214} 9
37 {2186211331~2192679303~2657391372~2123370898~2251795989~317192602~2050754209~2263011237~2141630898~93198007~2892443067~2646684094~2101389519~2333099729~2158620633~2118479066~2303066735~2252852592~2302858353~2199253878~42138872~1907357561~2669195515} 23
38 {2169342471~2476880648~2224734472~2479954448~68611093~2124668569~2081463322~333189659~2000897436~2422457627~2154019360~2503679655~2778599336~2127499438~2562384559~2078733490~2137124533~2099091510~2279633593~1994434233~2556942265~2192483133~2468732989~2684575809~2492219974~2068231623~2263019976~2546028236~2749203917~2111600720~2113868374~2103844955~2272469598~2136297185~1198110563~2951171686~2159323111~2295188966~2476938860~2102252270~2023344625~2109513205~2078517239} 43
40 {2136132740~657437189~2129721733~2309194119~2237113085~2378943246~2111799824~2152129939~2130148372~162253719~1932791462~2099325229~2597470647~1748740921~2133778237~2069025853~2044205123~2213515591~268424907~2164572878~2221300944~2288456018~2112909399~2011819992~2154903899~2111193824~2142033125~2169745382~324225515~730122487~2125917816~2090152442~2043615867~193620349} 34
41 {2131244912~2063101841~2390296501~2149260822~2030911775} 5
42 {421791603~2636641374} 2
43 {2778071696~2159889819~2155535925~2112485679} 4
44 {2279725060~2116333191~55380488~2234086281~1902127369~52482323~2102101654~2010648985~1845223583~2620408480~2137543585~2560534435~1902942371~1226131238~2038319787~1044551098~2509566910~2504896833~2780297547~2127322060~1448039523~1983134822~1981435375~2973354483~2016079220~1968686581~2114318968~2143118458~2179953790} 29
45 {591830370~2277265283~2159848645~2042301190~1964062085~2166414215~2156686380~1979796846~193618192~389943480} 10
46 {340297912~2117928922~2353994366~280853906} 4
47 {1208873481~2020848595~1750916444~2266727531} 4
48 {2468049152~1963576484~2496948775~2241827754~2076579854~2124413231~2128721840~2207613680~2271586418~2134269139~2633987352~2507508090~2130645691~2126473756~2120934782} 15
49 {2951737594~2679541700~2230422045~2430877607} 4
50 {2130300676~2892947237~721236326~2153562108~2257300527~2560890161~2620508690~2136117749~2304314937~2138736700} 10
51 {2238003269~2068402382~297547182~2282685233~2331300759~1991617752} 6
52 {1533552536~2425213602~2126011899~1968325213} 4
53 {2102128069~2137326150~440525932~2170629902~2110012343~2156088692~2720737173~1108061751~2062975518~2779678143} 10
54 {2159253281~2096838825~2947209918~2187357847} 4
55 {2139785505~1993564419~2342411767~2126535395~2468116778~2114946412~2167215437~2213781747~2337815572~2952287157~2074111126~160031478~1987443768~2584986804~2141756282~2556474325} 16
56 {2144243776~2199956820~2763416589} 3
57 {2161482269~188755819~2650927445~2442051071} 4
58 {2921114179~2686705197~2811061677~2169570640~2692509684} 5
59 {2162114920~2120106652~2129457005~2055936324} 4
60 {2151930756~2511339495~1294330762~2027870957~1982179918~2541919533~2011097358~2013928370~2127391507~2135552316~2122007671~2467614072~1989084025~1988337178~2130015035~2032008572} 16
61 {2111015811~2663593097~2157111323~2079889949~2010276254~1895868705~2989604263~1347151784~1993731499~2245962294~2173646266~2098080957~2444480957~37742912~2128935492~2078039764~51820894~2082304995~2059718117~2103752940~2303367283~2559123702~2627117054} 23
62 {1812361008~2017622874~1979529494} 3
63 {2118051275~2066676991} 2
64 {228102912~1997037825~2056505999~2557771536~2480241949~2152679201~2934791588~2114828967~2468618410~2146595883~2303602861~2101968948~2114868023~2104546489~2028114619~2440006205~2717681854~2104007874~2567896390~2137130951~1675630922~2549425869~2500261453~2421291343~2126963664~2270196177~1975712082~1942232023~713720536~2991555164~2550713949~2146664798~595543391~2114744800~2607770848~2136887138~2990812262~2049189351~2140564332~1948433388~2127665774~2297353847~2163850232~2304684415} 44
65 {2673157249~2021268131~241780900~2120897639~2002360971~2513162093~2296729424~2029488433~233042646~1942880919~2161437206~2779740822~270055802~2806801915~2096912509~2114965150~724299231} 17
66 {2095218921~2137567862~2103857220~2515692526} 4
67 {2423253281~2327885379~2134435012~2136461225~2426618940} 5
68 {1957122081~2163460710~2075167536~2251298387~1997770228} 5
69 {1969020417~2161808265~2079748755~2093064726~1965088163~1027918499~1922293178~2100357054~213569470~2974720209~2066646611~2158548821~2684238934~2284968793~2689721181~810379359~1975997033~2589599210~2620974449~1715668211~1993667700~2053552764~2581031421} 23
70 {2106487193~2540000765~1897691719} 3
71 {1985324749~2107932047~2125177178~66946524~2624280895} 5
72 {2627107713~2303998404~2581961543~2116537159~2139508905~2658407528~2065634026~2098684391~2139654925~2162262477~2138877871~2167125010~2677425751~2098400666} 14
73 {1975245607~2050285938~2109192563~2125674462~2047091263} 5
74 {2516314560~1997671496~2169149128~2160927720~2463141771~2133927917~2464905998~2475427764~2490403029~2135781974~2105751639~2279617849} 12
75 {90354697~2005957266~1347616180~2267052854} 4
76 {2712128676~2029196934~2076429416~2107833897~2167354121~2164775409~1794038515~2117210965~971226294~2060257498~2151570909~2102688157} 12
77 {2299591329~2022407533~2144120462~681817647~257753334} 5
78 {2116283648~18839523~2883894277~2053498695~323026139} 5
79 {2012164496~2277811666~987699708~695239088} 4
80 {1991226362~2050083044~2618650798} 3
81 {48369249~2041064612~1986208804~2110170743~325195402~2093264594~1977535315~2224270997~2242916949~2111634167~2506598906~2119837755~2037745951} 13
82 {2120283233~2595303683~2138469899~2146032592~2703468821} 5
83 {2124104896~2128187218~2145160160~2084273741} 4
84 {2524043411~1995233068~2017001189~2092489667} 4
85 {1725255474~2670317987~2416393701~2326532973} 4
86 {2583105289~1966777347~2036040901} 3
87 {2562639649~2488380484~2893075845~2121806443~134133163~2167622574~2117105010~2156474971} 8
88 {2024443744~2230056477~2701928467~2135968533~2974837910~1202501558~2468182140~639666141} 8
89 {2716140978~2192667492~2156018869~2225091742} 4
90 {699740264~2070795449~319246674~2984260471} 4
91 {2570355144~2123681035~249584749} 3
92 {707865762~2163446563~1991131908~307521372~2098111081~2153118160~1975069521~2156226897~2158135548~1524560149~2776434807~2292299320~2165714491~2126237948} 14
93 {2111038173~2658839697~2112060729~2144695932~2147955261} 5
94 {2640472960~2132470913~2468122884~2668328581~2112374662~2310920583~2295091982~2066523793~2111678102~2579924890~2763322014~2686488618~2301389880~108406206~2103291335~2721922248~2142947146~2160809552~2286237009~2570154708~2153687383~2123646430~2108624097~2420008042~2477293048~2096910461} 26
95 {1972188706~2038942755~176958472~2270386666~132755437~1787149968~816886801~2251477105~2124208467~790286239} 10
96 {2275763618~2189497679~1962057014~2089689750~2062282940~2468881279} 6
97 {2012618226~2108214723~2260752381~1964335307} 4
98 {2147187202~185521244~325318054~2117083220} 4
99 {1938834791~2973763720~1915993033~2103279754~1973028108~2521254510~2062859054~2042460623~181886163~300175929~2007377374} 11
100 {2016205104~2109414697~2162548117~2246188215} 4
101 {2789685315~329970184~2193119145~1965389844~1997216218} 5
102 {2013437929~2113251341~2158415762~2098711253~2100807608~2027031515~2109712542~2973751519} 8
103 {331481929~2206230956~2245055630~2166051670~1962152635} 5
104 {2121676736~2252032993~2706746625~2508825474~189137728~2148328070~2793714055~2113978936~2737870286~2609429555~310552597~2508143703~2602597016~1919334810~2543420541} 15
105 {2484619393~2022097030~2154334569~38845618~1843239838} 5
106 {1121136751~81432956~2141521478~702408767} 4
107 {2565660134~2503148589~2097653880~2156482873~2169899387} 5
108 {102605680~2134510769~2089047320~253203803~1678687871} 5
109 {1997678978~2137006243~2130867717~386993383~2461744711~2316304625~2098297204~2123697688} 8
110 {320506402~2558461192~2166424109~2960999342~2509783900} 5
111 {2230105407~2602563467~157591724~2303702895~815211217~2175944703} 6
112 {2153121925~2169130470~2040939885~2077766773~2120271510~2110067709} 6
113 {2163367586~2919361794~2479427523~1197132456~2106722673~731054299} 6
114 {2136177209~2223395194~2570047972~1999420837} 4
115 {2066722336~2087940392~2650373485~2641251726} 4
116 {264213217~38133547~2034054990~2306222383~1998051473~2435511731~2990966813} 7
117 {2056376007~1979713447~2691826092~167087310~2164402897} 5
118 {2219636482~2175366504~2082241428~2809063989~2169123995~2150794366} 6
119 {309815489~2126304162~2460443462~1977227655~258591208~44897255~1814273096~1245857447~2123487663~2131465174~2170579254~2303295067} 12
120 {2060104901~2238215317~2157503142~2643646471} 4
121 {2466935976~2596165362~2051345717~2119604022~2244812669} 5
122 {2135675812~2054623464~1547270637~2018949297~2134243357} 5
123 {2234963844~2041005256~2148628810~2015533912~2149846427} 5
124 {2130284388~214843718~2190459182~2161611694~2058823150} 5
125 {2146744274~2138511764~2193073850~1464790619~217919293} 5
126 {2338117446~2166897319~1838844815~2147669519~1446033523~2476763573~18301080} 7
127 {2227744130~2142894599~2121363826~2108908667~2167365918} 5
128 {231266601~2811344451~165729861~2098177479} 4
129 {1990986594~1982223305~2096393514~185126637~2420281552~1945381074} 6
130 {2685240658~2115565924~2147542062~2689034138} 4
131 {2136319075~2153137898~2463155667~2462811347} 4
132 {2106816141~1580821723~2120688692~2135830645~2174985400~2129908635~2239304286~2171506303} 8
133 {2702174658~2086994224~2226606833~2132254683~2112978975} 5
134 {2421079266~76195939~2158605397~2124370546} 4
135 {2315948196~705676171~2244170126~2599013713~1967215861~2121686713} 6
136 {27009298~2113665458~2369031059~2131293038} 4
137 {2055362182~2480658089~2234916941~80530004~2013171548~2086391101} 6
138 {364304675~2100221316~1969918563~2140359434~2273225229~2274373789} 6
139 {2953269569~2097123842~2023431847~2111809384~2209416809~112779420} 6
140 {2198754141~2625012942~1967094502~1254631063} 4
141 {2703857575~2598177019~2590381716~2503927861~2128739099} 5
142 {41028648~2159371596~1985097485~2109618847~2073665791} 5
143 {2251713840~321705644~1217769045~2788830591} 4
144 {2121385928~2948254658~2152283363~2139473605} 4
145 {2551524386~2137369218~2064694021~2808359499~2955294065~2131607762~2133637394~2118426644~2276725173~2610173108~2131233460~2580601624~2133456286} 13
146 {2039763176~244818265~2096255779~2106539283} 4
147 {2114541449~2304252836~60615692} 3
148 {2019484133~2652969190~2498425127~1972021287~2562704775~2655761614~2481068594~2618930516~2134513687~2499048952} 10
149 {351034697~347299695~55244337~1976791985~2547974389~2815217814~2336861845~2336810427~1991661564} 9
150 {346627008~2104368531~1968152677~1961547176} 4
151 {2223449730~2106659432~324073226~1936310871~2403970744} 5
152 {2094352705~2192977571~2777797361~687383570~2780307773} 5
153 {2718388515~2511793379~642242693~36948468~2519959765~105397497} 6
154 {2118386434~218991779~2168181321~2793300811~2132798316~1419022840} 6
155 {2111263976~1973314746~2119538990~2289425551} 4
156 {2297036864~151475393~2111611200~729392644~2114517990~2237110490~2276448879~1968011823~2625075569~617941202~2108675760~1985788981~2562883545~2302984154} 14
157 {2158670801~2291523643~1505762907~111302929} 4
158 {2303643105~2235303554~1526539107~2132927693~2664172205~2569573754~2252271408~2777304882~2776558098~2160602068~2228147929~2083129847~2100357752~2136050841~2272606362~2152020443~116046974~2109492991} 18
159 {2293981250~2112810595~2652508295~2490485741~2155114799~2142025243~2495566078} 7
160 {2134457378~2201721716~2255722903~689283738~1535400702} 5
162 {87749410~2051331017~191979884~46937997~2279823342~2502503183~161409135~2028684692~2042292468~2015408821~2149806870~2237870136~2127214650~2235888637} 14
163 {2243591905~1232115794~1804802447} 3
164 {2170877477~2242053196~2083130421~2126547671} 4
165 {717012417~1973353635~1982975784~2131557737~2165099692} 5
166 {1129598469~2096065322~2088939020~56700953~22110362} 5
167 {2100545504~2135255940~2100618501~733215631} 4
168 {2278498537~2087489460~2168657702} 3
169 {153925120~2061851337~2294241506~172506942} 4
170 {2159700737~2160277452~2917337308~1943880070} 4
171 {2641124745~2647580962~2100565806~2159033878} 4
172 {130579581~911413627~2986225452~2569540285} 4
174 {2902204500~2056015421~2282873478~2671023110} 4
175 {2163883665~1845032363~2167730221~2194953558} 4
176 {1986654755~1979530987~2147262100~2137015694} 4
177 {2135445600~1985957493} 2
178 {2159085208~2557791985~2464024613~2527738285} 4
179 {2204958192~2120253570~2153219396~2153068454} 4
180 {46328674~2056630707~2115122022~2147482671} 4
181 {2137831073~2639092200~2275451870~2465200862~2586042687} 5
182 {2010535889~2123651450~2778941053~2276040999} 4
183 {2475439265~2130111494~2424461289~2141057301~54138486} 5
184 {2156462086~237421869~2098899278~2161116978~2530151574} 5
185 {2309998905~2117902178~2915079770} 3
186 {2099227489~2637720168~2561901708~2673201243~2159151550} 5
187 {2027242098~2252171364~2246122413~1988254826} 4
188 {2950923173~2949282600~2255194282~2150352782~127847919} 5
189 {2945034465~2945334787~2127580872~2089788309~2124723576~2276330680} 6
190 {2170042945~2226555938~2601901235} 3
191 {2171443821~2953715881~2072541692~2194266581} 4
192 {167205499~2145100532~2115693077~2098281253} 4
194 {2142241828~2117973668~1248235887~2226714033~2291154966~219502362} 6
196 {2509895705~2605879716~2129419220~2607199148} 4
197 {2046403946~2167451981~2122272077~2206329359~2167681077~294129211} 6
198 {2651140585~2659276585~2330947243~2131173547~2009561042~2462721817} 6
199 {198699297~2643448274~2107595349~2974056287} 4
200 {2234290880~1968913538~1515167117~2101365550~217392467~2159859483~2111246749} 7
201 {2150126216~2141504082~2141165091~1990967317} 4
205 {2144968425~1993658114~207896225~2566716039} 4
211 {2494905832~2465599977~2513615559~2952387095} 4
213 {2557883049~2714525646~2127981201~2142197010~2441844792~2915230744~2131299066} 7
215 {2975395829~2914571162~2584755668~2765827269} 4
216 {2132306468~2953317715~273196668~2158147406} 4
217 {1987315976~2127039146~250836366~2566866839~2137812506} 5
220 {2421806728~2144812577~53095697~1996300375} 4
224 {2597148736~190740000~1985963267~2140202858~1798593165~2155983567~1964412918~1964414006~2146456575} 9
226 {2134078776~2533618377~2943479946~2149572011~2072017389~2655709200~616605368~2567708412~2161271039} 9
228 {2264675191~2021736417~2049485335~2399664503} 4
231 {193842059~120477781~2004071612~2303382110~2794062175} 5
232 {2165676928~2124597762~2191129348~2531574248~2275423081~2205445002~2952690513~2479287314~2149514677~2233094009} 10
234 {2096566756~2896522756~2896343108~2668233356~2533541678~2804596560~2896668657~2762220216~2897357306~2191748220} 10
346 {2165417507~2097079620~2629132965~2685388300~2127471636} 5
348 {2252515433~2253484844~2268735087~2268682802~2900101305~2106106941} 6
